user_id,product_id,click_timestamp,click,purchase,product_type,user_location,user_age,user_gender,product_price,product_rating,session_id,time_on_page
4433,953,2024-05-06 17:51:00,0,0,Toys,Chennai,50,Male,1063.23,3.5,84351,222.44
2422,463,2024-12-22 15:17:00,1,0,Home,Bangalore,50,Male,4425.35,4.7,51764,61.35
1694,813,2024-03-16 05:26:00,1,0,Electronics,Mumbai,43,Female,8414.0,2.2,26299,287.37
3267,939,2024-01-12 10:00:00,1,0,Clothing,Mumbai,47,Female,5815.76,4.9,19518,236.81
1295,638,2024-06-23 16:26:00,0,0,Electronics,Delhi,26,Female,2869.19,4.6,21233,125.08
4227,752,2024-02-06 08:33:00,0,0,Toys,Chennai,33,Male,6756.18,2.7,87330,235.2
1756,436,2024-05-19 23:15:00,0,0,Clothing,Mumbai,44,Female,3461.57,1.2,55321,14.12
3946,751,2024-08-15 03:35:00,0,0,Home,Bangalore,38,Female,7989.59,2.0,94348,86.86
1298,844,2024-03-19 01:50:00,1,0,Electronics,Chennai,57,Female,1844.31,3.8,24426,287.25
1856,772,2024-06-25 19:11:00,0,0,Books,Mumbai,47,Female,6885.53,1.6,78288,297.09
4389,643,2024-09-28 10:52:00,0,0,Clothing,Mumbai,56,Male,6104.63,2.4,41822,252.28
1768,849,2024-09-09 05:01:00,1,0,Books,Bangalore,52,Male,9888.76,3.0,37454,297.77
3317,823,2024-04-06 13:35:00,1,1,Clothing,Kolkata,29,Male,7649.66,1.9,56776,277.73
4223,299,2024-06-22 07:51:00,1,0,Toys,Mumbai,51,Female,4993.95,1.2,78472,206.97
4835,900,2024-04-22 07:25:00,1,1,Electronics,Chennai,23,Male,6944.4,4.3,86736,129.18
4609,901,2024-07-11 02:56:00,0,1,Clothing,Delhi,23,Female,1524.82,4.8,45693,266.62
2997,733,2024-10-27 05:59:00,1,0,Clothing,Kolkata,38,Male,4271.23,2.1,79303,167.2
1569,708,2024-11-21 21:41:00,1,0,Clothing,Delhi,42,Female,8808.21,3.4,69810,186.4
1820,891,2024-10-24 17:35:00,0,0,Clothing,Kolkata,18,Female,5068.22,3.3,38096,94.9
1174,907,2024-02-05 23:46:00,0,0,Home,Delhi,26,Male,4214.99,2.9,69870,246.49
4001,115,2024-09-24 19:02:00,1,1,Books,Delhi,50,Male,8447.64,2.0,66072,23.6
2448,886,2024-03-11 18:58:00,1,0,Electronics,Chennai,56,Male,8305.08,1.2,73634,87.61
4775,523,2024-08-05 13:07:00,0,0,Books,Mumbai,24,Female,6033.06,4.6,98369,278.12
3523,203,2024-07-26 16:03:00,1,0,Clothing,Kolkata,26,Male,6313.5,2.4,71892,225.09
4069,698,2024-06-06 11:45:00,1,0,Clothing,Chennai,34,Male,907.7,1.1,37691,207.18
1492,379,2024-07-26 19:57:00,1,0,Electronics,Bangalore,52,Female,5553.55,3.6,56556,217.75
2545,332,2024-12-30 20:53:00,1,0,Electronics,Delhi,39,Male,1695.6,1.7,61072,237.26
4971,819,2024-05-30 20:55:00,1,1,Books,Bangalore,19,Female,4201.05,4.1,50964,56.18
4010,295,2024-09-11 00:22:00,1,1,Electronics,Kolkata,39,Female,5429.42,2.5,60035,206.46
2060,440,2024-11-04 22:59:00,1,0,Toys,Delhi,24,Female,6390.89,4.9,63445,282.71
4331,132,2024-09-02 17:56:00,1,0,Electronics,Chennai,50,Female,2035.86,4.5,72016,243.98
4723,658,2024-02-08 07:29:00,0,0,Home,Mumbai,32,Male,9748.16,4.5,88053,8.27
3249,308,2024-10-31 15:00:00,1,1,Toys,Mumbai,20,Female,5049.93,3.6,90014,133.42
3116,137,2024-01-22 14:00:00,0,0,Books,Delhi,55,Female,6859.7,2.0,57680,57.37
1226,314,2024-04-01 20:22:00,1,0,Home,Mumbai,59,Female,285.52,1.1,22166,168.67
4884,519,2024-10-02 08:17:00,1,1,Home,Bangalore,33,Male,7887.27,2.4,46483,64.36
2798,240,2024-04-30 06:06:00,1,0,Books,Delhi,23,Female,5971.13,1.4,51345,104.17
3135,117,2024-04-11 11:42:00,1,0,Electronics,Delhi,21,Female,8220.38,1.9,30232,248.23
2619,616,2024-06-12 17:35:00,1,0,Home,Chennai,58,Female,9622.18,3.0,60557,218.8
3059,647,2024-02-15 22:38:00,0,0,Toys,Chennai,52,Male,4829.83,1.3,45158,232.93
1986,220,2024-10-17 05:11:00,1,0,Electronics,Delhi,28,Male,870.09,4.3,82524,260.58
4097,693,2024-01-01 00:12:00,1,1,Books,Chennai,20,Male,229.95,4.5,76073,221.22
4393,386,2024-03-15 07:42:00,0,0,Books,Chennai,54,Male,3237.04,1.0,36079,133.63
1543,190,2024-05-04 12:08:00,0,0,Books,Kolkata,21,Female,9769.69,2.5,97530,216.63
4120,988,2024-10-14 06:39:00,1,0,Toys,Mumbai,34,Male,6937.3,3.0,92887,130.47
1490,853,2024-05-14 01:57:00,1,0,Toys,Kolkata,33,Female,1796.12,2.8,98992,228.79
1089,118,2024-03-06 00:23:00,1,1,Clothing,Bangalore,44,Female,1788.1,1.1,35255,87.76
4994,378,2024-04-23 23:18:00,0,0,Clothing,Mumbai,25,Male,6257.56,1.2,17099,63.42
1866,905,2024-03-17 21:09:00,1,0,Toys,Delhi,29,Female,6280.51,1.9,39160,243.33
4244,814,2024-09-06 00:00:00,0,0,Home,Kolkata,36,Female,794.41,4.4,13628,293.78
4750,199,2024-10-04 03:33:00,1,0,Toys,Mumbai,23,Male,7469.16,3.3,79198,175.62
2997,625,2024-08-07 19:26:00,0,0,Home,Chennai,40,Male,3792.83,3.2,95275,282.62
2103,203,2024-09-23 06:39:00,0,0,Electronics,Mumbai,50,Male,4878.72,1.3,43557,156.53
3820,993,2024-08-27 16:55:00,1,0,Home,Kolkata,50,Female,9932.98,2.1,84263,162.44
4499,246,2024-10-26 03:09:00,1,0,Toys,Chennai,29,Male,6691.22,4.3,80475,219.13
1939,744,2024-06-29 23:26:00,1,0,Electronics,Bangalore,59,Female,3802.54,4.1,19465,93.67
2982,305,2024-02-23 18:30:00,1,0,Home,Bangalore,57,Female,3186.0,3.4,60349,77.85
4085,507,2024-10-08 15:27:00,0,0,Books,Delhi,45,Male,2568.03,1.7,48449,154.23
2433,616,2024-03-05 15:17:00,0,0,Electronics,Delhi,28,Male,5628.81,4.5,13217,192.02
3769,425,2024-08-31 11:22:00,1,0,Books,Chennai,45,Male,8514.28,4.4,94195,161.88
1508,604,2024-07-28 10:49:00,1,0,Home,Bangalore,32,Male,4357.98,2.8,80838,196.61
1184,942,2024-11-16 08:44:00,0,0,Home,Bangalore,57,Female,280.53,1.1,30215,16.51
4060,192,2024-05-07 17:49:00,1,0,Clothing,Mumbai,55,Female,5522.05,2.2,71939,24.13
4433,160,2024-02-20 05:58:00,0,1,Home,Delhi,58,Female,8235.82,1.2,29044,22.0
4233,167,2024-05-26 19:18:00,1,0,Books,Kolkata,53,Female,2914.11,2.0,63788,172.98
1827,850,2024-08-20 01:18:00,1,0,Books,Chennai,53,Female,9923.6,3.7,26656,67.2
3123,327,2024-06-11 18:12:00,1,1,Home,Delhi,21,Male,2587.95,2.5,96686,228.24
1898,287,2024-03-16 20:59:00,1,0,Toys,Chennai,29,Female,3543.92,4.7,66262,12.08
2373,572,2024-12-10 09:36:00,0,0,Books,Kolkata,56,Female,9238.01,3.5,82215,186.3
1517,319,2024-10-17 21:13:00,1,0,Clothing,Mumbai,26,Female,6175.41,1.6,11013,10.16
3331,116,2024-04-23 01:39:00,1,0,Books,Delhi,44,Male,1966.48,3.7,54156,28.18
4848,942,2024-10-12 04:29:00,1,0,Electronics,Bangalore,40,Female,7966.83,3.1,60684,198.32
3884,563,2024-03-04 17:52:00,1,0,Books,Bangalore,28,Male,2976.16,1.7,89266,194.05
1556,907,2024-05-18 14:22:00,1,0,Electronics,Kolkata,52,Female,2524.17,3.2,51900,39.44
4402,139,2024-06-29 17:21:00,0,0,Electronics,Delhi,50,Female,6551.06,3.1,30981,61.41
3770,536,2024-01-29 21:13:00,1,0,Home,Mumbai,20,Female,2454.57,1.9,40267,233.82
3911,445,2024-01-21 10:46:00,1,1,Clothing,Chennai,19,Female,7495.18,1.8,60186,171.75
2860,235,2024-05-15 05:49:00,1,0,Electronics,Delhi,53,Male,5317.06,2.2,78067,99.75
3664,601,2024-08-02 01:20:00,1,0,Toys,Bangalore,59,Male,8032.83,2.8,62525,84.27
4487,501,2024-04-27 06:12:00,0,1,Home,Kolkata,41,Male,5603.47,2.0,24196,233.52
4396,865,2024-04-23 00:47:00,0,0,Clothing,Chennai,31,Male,2100.68,3.9,22756,279.41
1791,339,2024-12-17 12:31:00,1,0,Toys,Delhi,23,Male,2419.71,3.8,16126,21.86
4734,122,2024-03-27 03:02:00,0,0,Clothing,Bangalore,46,Female,4396.45,2.8,68551,172.7
1961,729,2024-04-06 09:12:00,1,1,Electronics,Bangalore,33,Male,139.15,2.3,81319,201.02
4756,304,2024-07-26 02:38:00,1,0,Home,Delhi,33,Female,4537.47,1.9,29154,279.04
4647,350,2024-06-10 19:56:00,0,0,Toys,Delhi,50,Male,6935.67,4.1,76855,128.32
1193,957,2024-02-07 21:41:00,1,0,Toys,Mumbai,48,Female,8963.55,1.9,48642,18.61
4439,770,2024-01-01 01:46:00,1,0,Clothing,Mumbai,35,Female,3331.75,1.4,19511,264.93
1831,498,2024-09-06 06:03:00,1,0,Electronics,Kolkata,27,Male,6114.63,1.4,40616,125.92
3879,255,2024-09-17 16:31:00,1,1,Electronics,Mumbai,28,Male,316.85,3.0,31778,150.89
2056,394,2024-11-10 12:28:00,0,0,Books,Delhi,50,Female,2465.57,4.7,92403,124.84
1481,576,2024-10-06 00:32:00,1,1,Clothing,Delhi,43,Male,5941.09,3.7,56557,177.29
1750,562,2024-03-15 16:51:00,1,1,Electronics,Delhi,52,Male,9281.41,3.0,81434,204.7
3669,978,2024-06-14 15:22:00,1,0,Home,Bangalore,39,Female,4738.09,1.7,40915,136.32
2488,514,2024-02-17 15:15:00,1,0,Books,Kolkata,21,Male,3878.06,1.3,33108,237.82
2312,462,2024-05-13 15:44:00,1,0,Toys,Bangalore,20,Female,1867.8,2.2,41286,59.15
1586,931,2024-03-31 20:05:00,1,0,Electronics,Kolkata,56,Male,9969.01,4.4,73100,41.4
1377,376,2024-11-02 12:26:00,1,0,Books,Kolkata,35,Male,5115.92,3.4,97406,106.7
3195,540,2024-02-21 04:10:00,1,0,Clothing,Bangalore,24,Male,8394.08,1.9,15572,211.21
3502,567,2024-07-01 15:12:00,1,0,Books,Chennai,19,Female,9237.82,2.9,41705,243.87
3248,892,2024-06-02 10:53:00,0,0,Clothing,Delhi,59,Female,1164.32,3.1,75200,232.63
1285,726,2024-06-15 09:26:00,1,1,Clothing,Bangalore,54,Male,5151.71,4.1,83275,181.56
4719,506,2024-06-09 06:11:00,1,0,Electronics,Kolkata,29,Male,708.1,3.6,43834,133.65
1702,354,2024-03-01 15:26:00,1,1,Books,Mumbai,43,Male,4485.57,4.8,54709,130.81
2286,133,2024-10-17 15:58:00,0,0,Books,Bangalore,50,Male,7019.67,1.6,16578,92.01
3267,725,2024-08-08 09:40:00,0,0,Home,Mumbai,27,Female,5992.17,2.4,94070,265.09
1386,382,2024-04-14 06:40:00,1,0,Home,Bangalore,19,Male,9677.93,3.1,84962,22.52
3663,862,2024-01-15 15:10:00,0,0,Electronics,Mumbai,31,Female,3259.3,3.9,28198,265.76
2851,879,2024-11-29 04:02:00,0,0,Electronics,Kolkata,57,Female,2497.51,1.3,67064,173.81
4136,296,2024-11-12 22:19:00,0,0,Home,Delhi,26,Female,9421.21,2.4,54911,197.46
2644,272,2024-04-02 06:19:00,1,0,Books,Chennai,47,Female,1180.07,1.4,83070,209.64
3868,577,2024-04-18 01:01:00,1,0,Electronics,Chennai,42,Female,8806.9,4.4,10595,99.69
4132,277,2024-05-29 16:43:00,1,0,Toys,Delhi,25,Male,7548.69,3.4,65648,83.98
2026,348,2024-02-20 16:12:00,1,0,Electronics,Delhi,27,Male,6946.85,2.7,55271,124.63
4014,449,2024-02-18 22:06:00,0,0,Toys,Chennai,52,Male,4317.07,4.2,53413,160.43
3032,288,2024-06-18 05:27:00,1,0,Electronics,Delhi,44,Female,8711.45,3.8,23933,222.89
3284,898,2024-09-11 06:53:00,1,1,Toys,Chennai,57,Female,2942.82,3.0,58631,90.3
3826,224,2024-07-17 04:15:00,1,0,Books,Delhi,59,Male,568.78,3.1,14510,246.57
1025,804,2024-08-05 07:36:00,0,0,Clothing,Bangalore,50,Male,6314.39,3.7,24618,82.11
1481,247,2024-08-10 11:17:00,1,0,Books,Mumbai,47,Male,2097.69,2.4,99825,290.36
2463,320,2024-03-05 07:55:00,1,0,Home,Bangalore,46,Male,1984.09,3.1,85331,29.66
4381,709,2024-01-05 18:09:00,1,0,Books,Delhi,27,Male,3972.83,3.7,68811,261.37
1808,967,2024-10-20 02:53:00,1,0,Clothing,Bangalore,18,Male,9931.31,4.1,35301,26.97
1009,480,2024-10-30 02:27:00,1,0,Clothing,Kolkata,59,Male,6658.07,3.2,92792,65.21
2251,617,2024-02-02 17:44:00,0,0,Home,Kolkata,50,Male,8193.25,1.5,56447,130.68
3067,927,2024-10-02 05:10:00,1,0,Books,Kolkata,43,Male,8227.33,3.8,14109,52.96
2168,416,2024-05-11 13:49:00,1,0,Electronics,Chennai,19,Male,9537.39,1.8,75295,280.32
3769,398,2024-03-20 05:37:00,1,0,Toys,Chennai,25,Female,8192.32,2.1,95757,143.89
3437,927,2024-10-19 02:31:00,1,1,Home,Bangalore,43,Male,7940.3,4.0,20840,252.0
4857,342,2024-01-16 19:46:00,0,0,Books,Mumbai,39,Male,8670.53,4.1,21060,98.45
1262,217,2024-02-06 22:07:00,1,0,Books,Kolkata,18,Female,7255.27,4.4,93668,64.3
1042,202,2024-09-14 08:55:00,0,0,Electronics,Kolkata,42,Male,895.78,1.2,64389,199.76
1755,594,2024-07-13 03:12:00,0,0,Home,Chennai,24,Male,4868.14,3.2,96643,195.49
2521,206,2024-02-17 09:45:00,0,0,Electronics,Kolkata,47,Female,3839.08,2.6,37078,125.64
4813,682,2024-07-21 11:06:00,1,0,Home,Bangalore,59,Female,8673.06,1.7,51222,83.37
3070,773,2024-10-26 23:40:00,1,0,Toys,Kolkata,54,Male,9333.5,1.6,29839,111.69
4507,241,2024-06-11 17:23:00,1,1,Toys,Bangalore,25,Male,4612.7,3.9,74889,181.1
4014,841,2024-06-21 18:39:00,1,1,Home,Kolkata,53,Male,3115.13,1.6,86688,53.3
4287,109,2024-04-17 01:16:00,1,0,Home,Kolkata,37,Female,5130.82,4.2,97443,90.46
4075,725,2024-01-19 10:49:00,1,0,Home,Kolkata,56,Female,8984.18,4.2,58753,247.57
1980,509,2024-11-14 22:36:00,0,0,Home,Bangalore,22,Male,1367.21,1.9,28922,170.39
3463,185,2024-02-22 18:52:00,0,0,Toys,Chennai,28,Female,3982.06,4.8,23848,225.49
1253,166,2024-01-01 04:22:00,1,0,Clothing,Delhi,48,Male,9167.23,1.3,82627,90.42
3846,160,2024-03-12 15:26:00,1,0,Home,Delhi,48,Female,5215.19,1.7,21130,168.55
3271,749,2024-07-10 20:31:00,1,0,Electronics,Kolkata,19,Female,9726.08,4.7,84796,186.67
1857,226,2024-06-14 20:12:00,0,1,Toys,Delhi,31,Male,4008.27,1.8,80652,144.51
4445,344,2024-09-17 17:06:00,1,0,Home,Mumbai,23,Female,9196.31,2.1,79671,187.96
4299,647,2024-02-22 01:40:00,0,0,Toys,Chennai,42,Male,1234.87,4.8,66802,277.31
1643,130,2024-08-13 12:18:00,1,0,Toys,Delhi,23,Female,5193.95,2.7,38374,102.8
2178,123,2024-12-19 08:24:00,0,0,Books,Delhi,32,Female,7200.45,2.7,88344,218.07
3378,708,2024-02-23 07:12:00,0,0,Electronics,Chennai,33,Female,5897.27,4.9,99768,155.83
4570,178,2024-02-04 04:15:00,1,1,Home,Delhi,51,Female,8727.57,4.9,42547,107.83
3896,239,2024-08-31 02:20:00,0,0,Home,Bangalore,42,Male,2398.9,2.9,10908,121.95
4452,312,2024-03-17 09:47:00,1,0,Toys,Bangalore,46,Female,3216.89,3.8,19738,68.99
4867,838,2024-05-11 01:12:00,1,0,Toys,Mumbai,50,Female,3641.65,2.2,65807,23.15
3989,121,2024-07-09 07:48:00,0,0,Clothing,Chennai,57,Female,8374.31,1.5,50667,260.82
3687,584,2024-04-11 14:12:00,1,0,Home,Bangalore,23,Male,9477.59,3.4,77927,251.88
1648,337,2024-09-29 09:16:00,0,0,Home,Chennai,25,Female,4315.3,2.4,36324,289.21
2178,364,2024-11-01 09:58:00,0,0,Electronics,Kolkata,28,Male,5969.71,1.9,54950,69.88
1154,686,2024-10-20 01:05:00,0,0,Books,Chennai,51,Female,6944.93,4.0,92056,39.57
2226,812,2024-12-24 11:37:00,1,0,Toys,Delhi,48,Female,4787.95,2.6,56102,120.41
3126,811,2024-01-08 03:52:00,1,1,Books,Mumbai,49,Male,4486.9,1.7,21182,105.09
4472,543,2024-09-20 04:51:00,1,0,Home,Mumbai,29,Female,7943.79,2.9,48490,16.51
3414,378,2024-09-15 09:21:00,0,1,Toys,Mumbai,56,Female,3650.18,5.0,41793,212.64
1459,501,2024-05-15 11:23:00,1,0,Home,Mumbai,42,Female,9493.92,1.4,15293,123.98
4173,765,2024-04-01 03:10:00,1,1,Toys,Bangalore,33,Female,1908.73,2.5,39921,103.03
3923,500,2024-05-06 06:51:00,0,1,Home,Chennai,46,Female,3741.81,2.5,59298,25.32
2026,483,2024-05-22 03:52:00,1,0,Home,Bangalore,34,Male,6716.21,4.4,11174,167.97
4814,310,2024-02-14 15:25:00,1,0,Clothing,Kolkata,54,Female,7055.27,3.6,46642,6.49
1797,367,2024-05-30 22:33:00,1,0,Electronics,Mumbai,55,Female,4280.63,1.9,85797,56.04
2952,868,2024-08-19 09:53:00,0,1,Books,Delhi,46,Female,9257.52,3.0,89279,295.62
3908,121,2024-07-12 23:23:00,1,1,Clothing,Chennai,30,Female,1207.47,3.3,79708,99.25
2279,912,2024-09-11 22:44:00,1,1,Electronics,Mumbai,32,Female,2090.64,2.4,35818,275.47
3707,175,2024-09-27 00:59:00,1,0,Books,Bangalore,29,Male,2018.11,1.5,44770,125.0
1833,861,2024-08-23 09:04:00,0,1,Electronics,Chennai,43,Male,1826.39,3.0,10422,149.39
3883,225,2024-10-29 23:07:00,1,0,Toys,Kolkata,18,Male,9580.37,4.7,67027,76.99
3842,499,2024-08-12 06:19:00,1,0,Books,Bangalore,52,Male,1358.38,4.9,61312,228.96
2372,543,2024-06-06 03:58:00,1,0,Books,Mumbai,50,Female,477.78,3.1,53997,197.32
1807,376,2024-02-10 09:48:00,0,0,Clothing,Bangalore,47,Male,1656.8,4.6,33917,291.89
3555,762,2024-12-15 21:46:00,1,0,Electronics,Delhi,27,Male,3721.66,3.3,23846,112.05
2185,629,2024-05-14 19:21:00,1,0,Toys,Kolkata,20,Female,6263.18,4.0,58052,172.7
4595,934,2024-12-28 21:55:00,0,0,Clothing,Chennai,47,Female,5322.73,3.8,89248,102.65
3251,730,2024-05-14 20:05:00,1,0,Toys,Mumbai,54,Female,3854.74,4.4,93072,48.69
4842,229,2024-01-29 11:46:00,0,0,Toys,Kolkata,24,Male,6821.62,3.0,54243,102.27
3361,625,2024-04-13 05:26:00,0,0,Books,Delhi,53,Female,2746.25,1.2,43374,276.47
